id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,market_participation,collapse_context,digital_literacy
1,"Зрелый возраст, пенсионный период",Забота о близких и эмоциональное выгорание,"Респондентка испытывает чувство вины и бессилия из-за невозможности помочь близким, несмотря на готовность следовать медицинским рекомендациям. Её забота о других сопряжена с внутренним конфликтом и усталостью.","Для меня в этом теме важно только одно, что я ничего не могу сделать для своих близких... Для меня сложно, и очень утомительно постоянно из малого тянуть ноги.","Усталость, фрустрация, вина","Забота о семье, ответственность, самопожертвование","Типичная для пожилых женщин ситуация, когда забота о близких становится источником эмоционального выгорания. Респондентка ощущает давление социальных ожиданий и внутренний конфликт между желанием помочь и невозможностью изменить ситуацию.",узел,,,,True,
2,Пенсионный возраст,Финансовое положение и стратегия расходов,"Респондентка отмечает нехватку пенсии и зарплаты, вынуждена экономить, основные расходы — медицина, жильё, подарки близким. Нет привычки тратить много, избегает крупных покупок и кредитов.",Мне не всегда хватает моей пенсии и моих зарплат... У нас основные деньги не хватили на больницу.,"Огорчение, сдержанность","Бережливость, ответственность, забота о здоровье","Финансовые ограничения типичны для пенсионеров, особенно женщин. Приоритет — базовые нужды и поддержка близких. Отсутствие привычки к крупным тратам и осторожность в финансовых решениях отражают опыт жизни в условиях дефицита.",эпизод,,,низкая,True,
3,Вся взрослая жизнь,Потребительское поведение и отношение к покупкам,"Респондентка не совершает спонтанных покупок, не пользуется маркетплейсами из-за технических сложностей, предпочитает покупать только необходимое, выбирает недорогие товары, не гонится за новизной.","Нет привычки, широко тратить деньги... У меня не получилось, но я понял, да.","Сдержанность, равнодушие к потребительским трендам","Рациональность, экономность, простота",Поколенческая дистанция в цифровых сервисах и недоверие к новым форматам торговли. Привычка к экономии и рациональному потреблению — результат жизненного опыта в условиях ограниченных ресурсов.,декларация,,,очень низкая,True,
4,Современный этап жизни,Отношение к собственности и крупным покупкам,"Респондентка не владеет собственностью, это её осознанное решение. Крупные покупки совершаются редко, только по необходимости, предпочтение отдаётся недорогим и практичным вещам.","В собственности нет ничего. У меня в собственности нет ничего. Это, это, это, это мое решение.","Спокойствие, принятие","Независимость, минимализм, практичность","Отказ от собственности может быть связан с личными убеждениями или семейными обстоятельствами. Такая позиция редка для старшего поколения, где владение жильём и имуществом традиционно считалось важным.",декларация,отсутствие частной собственности,,,True,
5,Пенсионный возраст,Доходы и расходы семьи,"Доходы семьи состоят из пенсии и зарплаты, суммы невелики (15-25 тыс. руб. в месяц). Бюджет не общий, расходы обсуждаются только при крупных тратах, планирования нет.","То есть мои, да? Если постоянная одна пенсия, то получается порядка 15 тысяч... у него свой, у вас свой получается То есть он не общий этот бюджет получается, да? Да.","Реализм, некоторая неудовлетворённость","Прозрачность, самостоятельность, честность","Раздельный бюджет в пожилой семье — нечастое явление, отражающее индивидуализм и, возможно, особенности семейной истории. Отсутствие чёткого планирования может приводить к финансовым трудностям.",эпизод,,,,True,
6,Вся взрослая жизнь,Отношение к образованию,"Респондентка выступает за бесплатное образование, считает, что платное не даёт преимуществ, а доступ к знаниям должен быть равным.","Отряд начинался, конечно, бесплатно... Препараты те же самые. Все те же самые. Только бесплатный человек сможет пройти на бюджет, а платного он не сможет.","Убеждённость, принципиальность","Равенство, доступность образования",Позиция отражает советские ценности и недоверие к коммерциализации образования. Для старшего поколения бесплатное образование — важный социальный институт.,декларация,бесплатное образование,,,True,
7,Пенсионный возраст,Взаимодействие с государственными структурами,"Респондентка негативно относится к государственным органам, избегает обращения за перерасчётом пенсии из-за страха унижения и бюрократии.","Я уже давно выяснила, что мне неправильно платить на пенсии... Я не могу, я не хочу, меня не лезет. Мне больше вот это унижение, я не знаю, смогу ли я его перенести.","Раздражение, бессилие, разочарование","Достоинство, независимость","Недоверие к государству и страх перед бюрократией характерны для людей, сталкивающихся с неэффективностью и формализмом госструктур. Это снижает готовность защищать свои права.",узел,"пенсионный фонд, госорганы",,,True,
8,Пенсионный возраст,Гендерные роли и труд,"Респондентка придерживается патриархальных взглядов на распределение финансовых обязанностей, но признаёт, что в современной жизни женщины часто вынуждены работать и обеспечивать семью.","У меня в этом плане патриархальный господь, конечно, должен зарабатывать мучком... Мне бы хотелось, чтобы меня кто-то обеспечивал, а я тут нет, поэтому непригодна оказалась.","Сожаление, ностальгия, принятие","Традиционализм, семейственность, трудолюбие","Конфликт между традиционными гендерными установками и современной реальностью, где женщины часто становятся основными добытчиками. Респондентка испытывает внутренний разрыв между желаемым и действительным.",декларация,,,,True,
1,зрелый возраст,Взаимодействие с государственными сервисами и бюрократией,"Респондент делится опытом использования мобильного приложения для государственных услуг, отмечая его ограниченную функциональность и неудовлетворенность качеством обслуживания в государственных учреждениях.","Мобильное приложение Мой Новый прекрасно установлено. Ну, опять же, оно настолько полукосое, что там ничего, кроме какого-то графика, я не посмотрю, не попросить, не узнаю.","раздражение, усталость","эффективность, доступность информации, уважение к гражданам","Опыт респондента отражает типичное недоверие и разочарование в цифровизации и бюрократических процедурах, характерное для старшего поколения, сталкивающегося с недостатками госуслуг.",эпизод,"государственные сервисы, МФЦ, мобильные приложения",,,,
2,зрелый возраст,Оформление документов и взаимодействие с чиновниками,"Респондент рассказывает о сложностях при оформлении и замене паспорта, потере документов и необходимости предоставлять дополнительные справки, что зависит от отношения начальства.","Если я не нравлюсь начальнику, то бы мне паспорт не дали.","разочарование, бессилие","справедливость, прозрачность процедур","Взаимодействие с чиновниками воспринимается как зависимость от личных отношений и субъективных факторов, что подрывает доверие к институтам.",эпизод,"паспортный стол, органы регистрации",,,,
3,зрелый возраст,Взаимодействие с налоговой службой,"Респондент описывает свой опыт с налоговой, отмечая путаницу в обязанностях работодателя и собственных, а также необходимость разбираться в вопросах самостоятельно.","Я только опомнилась на пункте, как правильно чек составлять, что вообще можно составлять.","растерянность, самостоятельность","ответственность, финансовая грамотность","Проблемы с налоговой часто связаны с недостатком информации и поддержки, что вынуждает граждан самостоятельно разбираться в сложных вопросах.",эпизод,налоговая служба,,налогоплательщик,,
4,зрелый возраст,Опыт столкновения с полицией и преступностью,"Респондент рассказывает о случаях кражи и взаимодействии с полицией, отмечая формальный подход сотрудников и отсутствие реальной помощи.","У нас будет дело не раскрытое, а как же это будет? То есть у нас решение. Ну, то есть, да, по-моему, закончилось. Вы понимаете, что мы никого не найдем?","разочарование, апатия","безопасность, честность","Недоверие к полиции и ощущение формальности процедур характерны для многих граждан, что снижает уровень обращения за помощью.",эпизод,полиция,,,,
5,зрелый возраст,Отношение к мошенничеству и судебным процессам,"Респондент упоминает случаи мошенничества и судебные процессы в семье, но не склонна обращаться за помощью, предпочитая не вовлекаться.","Ну, вот машиночка, вот это вот поведение нас с поручительством, но с этим я не стала обращаться, ничего, потому что, опять же...","усталость, отстраненность","самостоятельность, недоверие к институтам",Склонность избегать официальных процедур и судебных разбирательств может быть связана с недоверием к эффективности системы.,эпизод,"суд, правоохранительные органы",,,,
6,зрелый возраст,Военная служба в семье,"Респондент отмечает, что сын и второй муж проходили военную службу, выражает мнение о необходимости контрактной армии.","Я считаю, что оно должно быть удобнее.","нейтральность, рациональность","обязанность, прагматизм","Отношение к военной службе прагматичное, без выраженного патриотического пафоса, что может отражать усталость от милитаризации.",декларация,армия,,,,
7,зрелый возраст,Оценка функций и роли государства,"Респондент рассуждает о функциях государства, выделяя защитную и социальную роли, но отмечает недостаток заботы и контроля на местах.","Государство, оно как-то, ну, у него... Две основных функции, да? Согласно первой, государственное право, коррозифирующее и защитное, да?","размышление, скепсис","социальная справедливость, защита","Респондент демонстрирует понимание теоретических функций государства, но отмечает разрыв между декларируемыми и реальными практиками.",декларация,государство,,,,
8,зрелый возраст,Восприятие власти и ее структуры,"Респондент рассуждает о необходимости власти для дисциплины общества, отмечает отдаленность власти от народа и недостаток внимания к людям.","Власть, она должна быть. Она дисциплинирует общество. Я считаю так.","рефлексия, умеренный скепсис","порядок, дисциплина, справедливость","Взгляд на власть как на необходимый, но отдаленный институт, характерен для людей с опытом жизни в советской и постсоветской системе.",декларация,власть,,,,
9,зрелый возраст,Оценка региональной и федеральной власти,"Респондент критикует региональную власть за отсутствие заботы и неэффективность, отмечает формальный подход к реализации проектов.","Нет заботы. Нет, нет, нет, нет, нет, нет, нет, нет.",разочарование,"забота, ответственность","Критика региональных властей за формализм и отсутствие реальной заботы типична для жителей регионов, сталкивающихся с неэффективностью управления.",декларация,региональная власть,,,,
10,зрелый возраст,Восприятие федеральной власти и ее институтов,"Респондент отмечает важность федеральной власти, но выражает сомнения в согласованности и эффективности работы различных институтов.","Я смотрю, какие цели приследуют. Если я разделяю власть, то это просто нечаянно.","скепсис, недоверие","эффективность, прозрачность",Недоверие к федеральным институтам и ощущение их оторванности от реальных нужд граждан характерны для зрелого поколения.,декларация,федеральная власть,,,,
11,зрелый возраст,Отношение к политике и политической активности,"Респондент отмечает, что политика навязана информационным потоком, но не проявляет активного интереса и участия, ссылаясь на усталость и разочарование.","Я понимаю, что политика, она все время имеет влияние на мою жизнь. Ну, мне бы хотелось бы, чтобы ты не подал, чтобы я не подморщил тебя.","усталость, апатия","личное спокойствие, дистанция от политики","Пассивное отношение к политике и снижение интереса к обсуждению общественных тем типично для людей, разочаровавшихся в возможностях влияния.",декларация,,,,True,
12,зрелый возраст,Источники информации и отношение к СМИ,"Респондент отмечает, что новости получает из разных источников, но замечает манипулятивность подачи информации и разницу в интерпретациях.","Слышно и понятно, как меняется континент одного и того же события, разновидные одни и те же.","недоверие, критичность","объективность, критическое мышление",Критическое отношение к СМИ и осознание манипуляций характерны для людей с опытом жизни в условиях пропаганды.,декларация,СМИ,,,,
13,зрелый возраст,Отношение к внешней политике и месту России в мире,"Респондент выражает одобрение самостоятельной внешней политике России, отмечает, что страна занимает значимое место в мире, но признает влияние пропаганды на восприятие.","Мне это нравится, потому что в России считают слишком долго уклоняясь, прогибаясь, пытаясь трудиться.","гордость, осторожный оптимизм","самостоятельность, национальная гордость","Позиция респондента отражает патриотические настроения и одобрение курса на самостоятельность, но с критическим взглядом на информационное поле.",декларация,"государство, внешняя политика",,,,
14,зрелый возраст,Отношение к внутренней политике и контролю,"Респондент считает, что правильное направление внутренней политики — развитие, а неправильное — отсутствие контроля.",Правильное – это развитие. А неправильное – это отсутствие контроля.,"рациональность, требовательность","развитие, контроль","Ожидание развития и контроля со стороны государства типично для граждан, ориентированных на стабильность и порядок.",декларация,государство,,,,
15,зрелый возраст,Отношение к выборам и электоральной активности,"Респондент перестала ходить на выборы, считая их формальностью и не веря в их значимость.",Уже не хожу. Давно не ходите?,"разочарование, апатия","реализм, скепсис","Снижение электоральной активности и недоверие к выборам характерны для людей, разочаровавшихся в возможности влиять на политические процессы.",перелом,выборы,,,,
1,"Зрелость, активная профессиональная и семейная жизнь",Отношение к государственным институтам и монополиям,"Респондент рассуждает о роли государства, эффективности монополий, справедливости распределения бюджетных средств и коррупции. Демонстрирует доверие к государственным институтам и отсутствие личного опыта коррупции.",Потому что от монополии государственной нет ничего плохого. Потому что государственная от него влияет и там.,"спокойствие, рациональность","доверие к государству, стабильность, справедливость",Респондент выражает типичную для старшего поколения установку на доверие к государственным институтам и скепсис по отношению к частному сектору. Отсутствие личного опыта коррупции может говорить о дистанции от властных структур или о низкой вовлеченности в бюрократические процессы.,декларация,"государственные монополии, бюджетные учреждения",,,,
2,"Зрелость, современный период",Восприятие войны и влияние на семью,"Респондент негативно относится к войне в целом, ссылается на опыт Второй мировой войны. Отмечает, что текущие события вызывают страх за близких и влияют на эмоциональное состояние семьи.","Ну, я вообще, в принципе, против любой войны. ... И постоянно страх за остальным, что они поступают.","тревога, страх, печаль","мир, безопасность семьи, историческая память","Видна усталость от милитаристской риторики и акцент на личном опыте и безопасности семьи. Респондент дистанцируется от официальной позиции, опираясь на личные ценности.",эпизод,,False,,,
3,"Зрелость, адаптация к цифровому обществу",Использование цифровых технологий и отношение к ним,"Респондент использует смартфон и компьютер преимущественно для работы и общения, не считает себя продвинутым пользователем, испытывает трудности с поиском информации и не получает удовольствия от цифровых технологий.","Уверенную, пользовательную себя не чувствую, потому что я не понимаю ни логику компьютера, ни логику интернета.","раздражение, неуверенность","прагматизм, необходимость, умеренность","Типичная позиция для представителей старшего поколения: цифровые технологии воспринимаются как инструмент, а не как источник удовольствия или самореализации.",декларация,,,пассивное,,
4,"Зрелость, цифровая социализация",Социальные сети и онлайн-коммуникация,"Респондент использует ВКонтакте, Телеграм и мессенджеры преимущественно для работы и общения, не увлекается соцсетями, отмечает их пользу для поддержания контактов, но критикует за избыток недостоверной информации.","Дают возможность общаться с далекими людьми, дают возможность новых знакомств. ... Но много неправильной информации, много откровенно обратной информации.","умеренный оптимизм, настороженность","коммуникация, информированность, критичность","Респондент демонстрирует осознанное и ограниченное использование соцсетей, что характерно для людей, ценящих личное общение и испытывающих недоверие к цифровому контенту.",декларация,,,,,
5,"Зрелость, профессиональная деятельность",Опыт онлайн-знакомств и профессиональных контактов,"Респондент положительно относится к онлайн-знакомствам, но собственный опыт ограничен профессиональными контактами. Личных встреч после онлайн-знакомства не было.","С моими коллегами по работе я знакома только через интернет. Но вообще, снега нет.","нейтральность, легкая открытость","профессионализм, открытость новому","Онлайн-знакомства воспринимаются как инструмент для работы, а не для личной жизни, что отражает границы между профессиональной и личной сферами.",эпизод,,,,,
6,"Зрелость, наблюдение за молодым поколением",Отношение к цифровой социализации детей и молодежи,"Респондент выражает обеспокоенность тем, как молодое поколение использует интернет и гаджеты, отмечает поверхностность восприятия информации и снижение интереса к глубокому содержанию.","Это беда предподросткового вашего поколения, которое... вырастет вот таким вот, вы знаете, такой открытый вот, коричневый розочек, Вот это страшно.","беспокойство, тревога","образование, глубина мышления, ответственность","Классический конфликт поколений: старшее поколение обеспокоено поверхностностью и клиповым мышлением молодежи, что отражает ценностный разрыв в отношении к информации.",декларация,,,,,
7,"Зрелость, рефлексия над прошедшим годом",Итоги года и отношение к будущему,"Респондент отмечает отсутствие значимых событий, ценит стабильность и отсутствие потерь, не строит долгосрочных планов из-за неопределенности, ожидает, что следующий год будет хотя бы не хуже.","У нас произошло ничего плохого, это уже хорошо.","спокойствие, умеренный пессимизм","стабильность, семейное благополучие, минимализм в ожиданиях","Преобладает установка на выживание и сохранение достигнутого, что характерно для людей, переживших периоды нестабильности.",узел,,,,,
8,"Зрелость, экзистенциальная рефлексия",Жизненные ценности и принципы,"Респондент считает важным благополучие близких, честность с собой, отсутствие завышенных ожиданий и желание жить в соответствии с собой.","Важно, чтобы близкие были с дорогой, чтобы им было комфортно. ... Наверное, не прибывать. И быть честной с собой.","умиротворение, философская отстраненность","семья, честность, внутренний комфорт","Ценности респондента смещены в сторону внутренней гармонии и заботы о близких, что типично для зрелого возраста и людей с опытом жизненных потрясений.",декларация,,,,,
9,"Зрелость, саморефлексия",Отношение к переменам и самооценка,"Респондент отмечает трудности с принятием перемен, склонность к тревожности и желание избавиться от излишней мнительности.",У меня изрядная трудственность. Вот я бы хотела бы от этого убрать.,"самокритика, легкая грусть","саморазвитие, принятие себя","Респондент демонстрирует высокий уровень саморефлексии и критичности к себе, что может быть связано с жизненным опытом и возрастом.",декларация,,,,,
1,зрелость,Социальные ожидания и страхи,"Респондент размышляет о честности людей и о том, как страх обидеть или быть неправильно понятым влияет на поведение. Отмечает, что этот страх мешает быть искренним и хотелось бы это изменить.","Вот этот вечный страх обидеть. Да. Вот этот вечный страх «а что подумают, а что скажут?» И всё равно это не получается. Вот это бы мне как-то хотелось бы изменить.","тревога, неудовлетворенность","искренность, честность, принятие себя","Респондент демонстрирует внутренний конфликт между социальными нормами и личной потребностью в искренности. Страх оценки со стороны других типичен для людей, выросших в среде с высокими ожиданиями к социальному поведению.",декларация,,,,False,
2,зрелость,Отношение к смерти,"Респондент признает, что тема смерти для него сложна и не до конца принята. Он старается воспринимать каждый день как подарок, но страх перед смертью, особенно близких, остается сильным.","Знаете, очень сложная для меня тема. Я ее пока никак не могу для себя принять. Хотя пытаюсь себя... Ну, что греха таить, уже каждый день подарок.","тревога, страх, уязвимость","ценность жизни, забота о близких, принятие неизбежного","Тема смерти часто табуирована в российском обществе, и респондент демонстрирует типичную для зрелого возраста рефлексию о конечности жизни и страхе утраты близких.",узел,,,,False,
3,зрелость,Саморефлексия после интервью,"Респондент отмечает, что разговор был для него необычным опытом, позволившим посмотреть на себя с другой стороны. Он проявляет интерес к формату интервью и собственным ощущениям после беседы.","А почему у нас рано получается, как долго проговорили? Я много говорила, мы с коллегой общались, она сказала, что у нас небольшие беседы получились. А у нас почему-то, вы не подумайте, что я там что-то там... Мне просто любопытно чувствовать по-апельски. Я много говорила.","любопытство, легкая неуверенность, благодарность","открытость, самопознание, рефлексия","Респондент проявляет рефлексивность, интерес к собственному опыту и процессу коммуникации, что характерно для людей с высоким уровнем самосознания.",эпизод,,,,False,
4,зрелость,Эмоциональное состояние и принятие,"В финале интервью респондент отмечает отсутствие усталости и сожаления, что может свидетельствовать о внутреннем принятии и спокойствии после откровенного разговора.",Нет сожаления. Нет? Нет сожаления.,"спокойствие, облегчение","принятие, честность с собой",Открытость и отсутствие сожаления после разговора о сложных темах говорит о доверии к интервьюеру и готовности к самораскрытию.,декларация,,,,False,
1,Детство и юность,Семейное окружение и ранние потери,"Марина росла в семье с отцом, мачехой и старшей сестрой по отцу. Мать умерла, когда Марина училась в третьем классе. Отец вскоре завёл новые отношения. В детстве Марина ощущала недостаток поддержки и тепла со стороны взрослых, находила утешение в книгах и редких подругах.","В основном у меня были книги и подруги. Подруг очень мало, фактически одна книга.","Ощущение одиночества, некоторая отстранённость, грусть","Самостоятельность, внутренняя опора, ценность образования и чтения","Ранние потери и эмоциональная дистанция в семье формируют у респондента склонность к самостоятельности и поиску поддержки вне семьи, в книгах и учебе.",эпизод,"семья, школа",,,True,
2,Юность и ранняя взрослость,Образование и профессиональный выбор,"После окончания восьмилетки Марина перешла в другую школу, затем поступила в Харьковский институт культуры и параллельно училась в медицинском училище. Впоследствии получила второе высшее образование по филологии, чтобы иметь возможность преподавать.","В Институт культуры я пошла по одной причине, что не поступила в Мининский институт... Я бы, наверное, не пошла бы на второе высшее на работе. Я не так давно закончила, еще в 2008 году.","Рациональность, некоторая неудовлетворённость, прагматизм","Образование, профессиональная реализация, адаптация к обстоятельствам","Выбор образования определяется не только интересами, но и внешними обстоятельствами и требованиями рынка труда. Получение второго высшего — пример адаптации к изменяющимся профессиональным стандартам.",узел,"институт культуры, медицинское училище, коммерческий вуз",,,True,
3,"Молодость, ранняя зрелость",Первые браки и материнство,"Марина рано вышла замуж, первый брак был неудачным и скорее вынужденным. После развода жила на квартире, работала на заводе ради получения жилья и детского сада для сына. Сын вырос, получил образование, живёт отдельно.","Замуж вышла неудачно... Ушла, жила на квартире, работала на заводе для того, чтобы получить жилье. Сначала садик, потом жилье. И то, и другое получила.","Разочарование, прагматизм, некоторая усталость","Самостоятельность, забота о ребёнке, практичность","Брак и материнство воспринимаются как этапы, требующие самостоятельных решений и усилий по обеспечению базовых потребностей. Получение жилья и детсада через работу на заводе — пример типичной для советского времени стратегии социальной мобильности.",узел,,True,работа ради социальных благ,True,
4,Зрелость,Профессиональная жизнь и смена мест работы,"Марина работала на заводе, затем в заводской библиотеке, позже в вузовской библиотеке и коммерческом вузе. В коллективы вливалась с трудом, предпочитала оставаться в стороне. В 2018 году вышла на пенсию.","Я не очень вливалась в коллектив. А почему, что библиотека, это вот немножко в сторонке, понимаете?","Отстранённость, спокойствие, принятие","Профессионализм, независимость, стабильность","Позиция 'в стороне' в коллективе может быть следствием раннего опыта одиночества и самостоятельности. Работа в библиотеке воспринимается как тихая гавань, не требующая активной социальной вовлечённости.",эпизод,"завод, заводская библиотека, вуз, коммерческий вуз",,,True,
