id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,housing_promised,collapse_context,market_participation,religion,region,psychological_support,family_structure,social_guarantees,psychological_coping,career_mobility
5,"Родительство, воспитание детей","Воспитание дочери, выбор школы и увлечения","Дочь занималась танцами и музыкой, родители старались дать ей разностороннее развитие. Школу выбирали рядом с домом из-за логистики и удобства.","Школу выбирали поближе к дому. Самая обыкновенная школа. Ничего такого. Хотя многие рекомендовали в гимназию куда-то поездить. Это хлопотно, потому что машина у нас одна.","Забота, практичность","Развитие детей, удобство, семейная логистика","Выбор школы определяется не только образовательными амбициями, но и бытовыми ограничениями (транспорт, занятость родителей).",эпизод,школа,,,,,,,,,,
6,"Родительство, подростковый возраст детей","Переходный возраст дочери, профориентация","Дочь переживала подростковый кризис, искала себя, рассматривала разные направления (музыка, языки), в итоге выбрала международные отношения.","Она бунтовала. Что-то хотелось тоже своего, то музыкальные у нее были какие-то там порывы, то она хотела в консерваторию поступать.","Волнение, поддержка, тревога","Самостоятельность, поддержка, поиск себя","Поколенческий сдвиг: современные подростки имеют больше возможностей для выбора, но и сталкиваются с большим давлением и неопределенностью.",узел,"школа, профориентация",,,,,,,,,,
7,"Родительство, взросление детей",Поступление дочери в университет,"Дочь поступила в Ростовский университет на платное отделение по направлению международные отношения, бюджетных мест не было.","Обучение платное. Там нет бюджета. Братцы, к сожалению, на тот момент, когда мы поступали, вообще после 11 класса, все как это самое, сдавали ЕГЭ. Проблема, да, это льготных мест туда, куда она хотела, их просто не было.","Разочарование, принятие","Образование, поддержка детей","Платное образование становится вынужденной нормой для многих семей, что усиливает социальное неравенство.",узел,университет,,,True,,,,,,,
8,"Родительство, взросление детей","Самостоятельность дочери, отдельное проживание","Дочь живет отдельно с подругами, снимает квартиру, родители помогают финансово, но она проявляет самостоятельность.","Жить, она сказала, будет отдельно. Это случилось на втором курсе, потому что, ну вот, сказала... Все, раз общежитие не положено, а снимать самостоятельно тоже, как бы, ну, не то, что накладно, но обучение платное, ну, накладно, да.","Гордость, тревога, принятие","Самостоятельность, поддержка, ответственность","Отдельное проживание студентов — маркер взросления и самостоятельности, но требует финансовой поддержки семьи.",эпизод,,False,,,,,,,,,
9,"Родительство, младший ребенок","Воспитание младшего сына, поиск кружков","Младший сын пробует разные секции, но из-за особенностей здоровья пока не нашел подходящее занятие, готовится к школе.","Он нигде ничего. То есть ему тяжело. Ну, там не проблема с здоровьем, но больше, так сказать, нехватка веса у нас.","Забота, тревога, терпение","Здоровье, индивидуальный подход, поддержка","Родители ищут баланс между развитием ребенка и его возможностями, опираясь на рекомендации врачей.",эпизод,,,,,,,,,,,
10,"Взрослая жизнь, быт и домашние животные","Животные в семье, мечта о собаке","В семье всегда были животные, сейчас живут две кошки, респондент мечтает о собаке, но считает, что это возможно только в частном доме.","Очень люблю, очень хочу, мне нравится. Когда-нибудь в будущем, если что-то улучшится, это... покупать большой домик и тогда уже будет собака.","Ностальгия, мечтательность, реализм","Любовь к животным, ответственность, мечты о будущем","Домашние животные — часть семейной идентичности, но условия городской жизни ограничивают возможности завести собаку.",декларация,,False,,,,,,,,,
11,Детство и юность,Семейные отношения в детстве,"В детстве респондентка росла в строгой, но поддерживающей семье, где ценились доброта, взаимопомощь и компромиссы. Отец был сдержан, мать — мягкая и поддерживающая.","Учили всегда добру. Помогать близким. Вера в лучшее, вера в хорошее. Взаимовыручка.","Благодарность, тепло, легкая грусть","Доброта, поддержка, компромисс, семейные традиции",Семейные ценности советского времени продолжают влиять на современные практики воспитания и семейного взаимодействия.,декларация,,,,,,,,,,,
12,Детство и юность,Дефицит внимания и семейные традиции,"В 90-е годы родители были заняты работой, респондентке не хватало внимания, что позже привело к гиперопеке собственных детей. Важной традицией были семейные чаепития за круглым столом.","Вот, наверное, то, что мне не доставало у меня в детстве, наверное, я принесла на своих детей. То есть это, наверное, можно сказать, как старшая говорит уже потом, гиперопека.","Легкая грусть, саморефлексия","Внимание к детям, семейные традиции, забота",Трансформация родительских практик: опыт дефицита внимания в детстве компенсируется гиперопекой в следующем поколении.,узел,,,,,,,,,,,
13,Детство и юность,"Школьные годы, влияние учителей","Респондентка с теплотой вспоминает учительницу литературы, которая вдохновляла и давала знания в доступной форме, в отличие от других учителей, где не хватало диалога.","И тут у нас она была классным руководителем, и она настолько интересно это все подавала, и жизнеописание, и вот это все, вот эти писатели, поэты, «Серебряный век», много было, она рассказывала то, что запрещено в те годы было...","Вдохновение, благодарность","Образование, личностное развитие, уважение к учителю",Роль харизматичного учителя в формировании интереса к предмету и развитию личности.,эпизод,школа,,,,,,,,,,
14,"Детство и юность, переход к взрослой жизни",Профессиональное самоопределение,"В детстве и юности респондентка не имела четкого представления о будущей профессии, рассматривала разные варианты, но не чувствовала призвания.","Конкретно у меня не было мнения, кем я хочу стать. Спрашивают в детстве, потом... В школе часто спрашивали, писали сочинения, кем вы хотите стать, кем вы мечтаете. Для меня это всегда было сложно понять, кем я хочу.","Неуверенность, размышления","Осознанность, ответственность, поиск себя","Отсутствие четкой профессиональной ориентации — типичная ситуация для подростков 90-х, обусловленная как социальными, так и экономическими факторами.",декларация,,,,,,,,,,,
1,студенчество,Первые трудовые опыты во время учебы,"Респондентка рассказывает о подработках в институте: работала помощником библиотекаря и на почте, бралась за любую работу, которую предлагали, несмотря на отсутствие профильного образования.","Я подрабатывала, у нас рядом была почта. То есть я пробовала там, где меня принимали. Я работала 3 или 4 месяца в библиотеке. Помощником библиотекаря.","спокойная уверенность, легкая ирония","инициативность, трудолюбие, самостоятельность","Типичная стратегия выживания и социализации для студентов из семей со средним достатком: поиск любой доступной работы, готовность выполнять малопрестижные задачи ради опыта и заработка.",эпизод,"институт, почта, библиотека",,,,,,,,,,
2,"зрелость, семейная жизнь",Столкновение с жизненными трудностями и стрессами,"Респондентка описывает тяжелые жизненные события: болезни и потери близких, ограбление, сложности в семье и на работе мужа.","Ну, вот, это для меня были, конечно, потеря близких, вот, это, ну, вот именно тяжелое, потому что у меня папа болел, бабушка лежала, у папы был инсульт два раза...","грусть, тревога, усталость","семья, забота о близких, устойчивость","Женщина сталкивается с типичными для зрелого возраста кризисами: уход и болезни старших родственников, семейные и материальные трудности, что формирует устойчивость и внутренние стратегии преодоления.",узел,,,,,,,,,,,
3,зрелость,Стратегии преодоления стресса и внутренние опоры,"Респондентка делится своими способами справляться со стрессом: вера, благодарность, бытовые ритуалы, советы бабушки, медитации, избегание конфликтов через бытовые действия.","Я верующий человек, но вера у меня своя... Я считаю, что надо просто благодарить за то, что есть.","спокойствие, благодарность, рефлексия","вера, благодарность, внутреннее равновесие, семейные традиции","Видна опора на индивидуализированную религиозность, семейные рецепты и современные практики (медитация), что характерно для городских женщин среднего возраста.",декларация,,,,,,,,,,,
4,"настоящее, зрелость",Типичный будний день: баланс семьи и работы,"Респондентка подробно описывает свой распорядок дня: ранний подъем, сборы семьи, планирование, работа, бытовые дела, совместные ужины, распределение обязанностей с мужем.","В основном я встаю рано. Это период с пяти до шести... Уже к этому периоду все собрано. В основном уже сына, тоже я его обужу.","деловитость, усталость, удовлетворение","организованность, забота о семье, ответственность","Типичный паттерн для работающих женщин с детьми: высокая нагрузка, четкое планирование, совместное ведение быта с мужем, использование современных сервисов (доставка продуктов).",эпизод,,,,активное участие в рынке труда и потребительских сервисах,,,,,,,
5,"настоящее, зрелость","Работа: отношение, ценности, карьерные дилеммы","Респондентка рассказывает о своей работе: высокой нагрузке, частых изменениях в структуре, недостаточной оценке труда, но и о стабильности, соцгарантиях, нежелании переходить на удаленку или переезжать ради повышения.","Я все равно считаю, что я хорошо выполняю свою работу, квалифицированно. Я приношу свой вклад в компанию.","усталость, разочарование, гордость, прагматизм","стабильность, профессионализм, признание, социальные гарантии","Респондентка демонстрирует типичный для работников крупных госкомпаний баланс между лояльностью, критикой системы и прагматизмом: ценит стабильность и соцпакет, но ощущает недооцененность и выгорание.",узел,РЖД,False,,,,,,,,,
6,"настоящее, зрелость",Бытовые практики и семейные традиции,"Вечернее время посвящено бытовым делам, совместным ужинам, иногда культурным мероприятиям или хобби. Используются семейные рецепты и заготовки, муж участвует в закупках.","Я либо, у меня частенько есть, как говорится, мои палочки-выручалочки, бабушка так выручалась, заготовочки...","уют, спокойствие, удовлетворение","семейные традиции, домашний уют, совместность","Семейная жизнь строится на сочетании традиционных и современных практик, распределении ролей, поддержании семейных ритуалов.",эпизод,,,,,,,,,,,
1,"Зрелый возраст, семейная жизнь","Досуг, спорт и личное время","Респондентка рассказывает о своем распорядке недели: посещает фитнес, иногда прогуливает, но старается ходить хотя бы раз в неделю. Воскресенье посвящает семье, это единственный день, когда все собираются вместе. Также участвует в женском клубе, где проходят литературные встречи, походы в театр, баню, чаепития.","В воскресенье тоже я стараюсь проводить с семьей, потому что это единственный день, когда мы можем посидеть за круглым столом.","Умеренно позитивный, спокойный, немного усталый","Семья, здоровье, личное развитие, общение","Респондентка выстраивает баланс между работой, личным временем и семейными обязанностями. Важную роль играет поддержка социальных связей вне семьи (женский клуб), что характерно для современных городских женщин среднего возраста.",эпизод,"фитнес-клуб, женский клуб",False,,"покупка абонемента, посещение платных мероприятий",,,,,,,
2,"Зрелый возраст, семейная жизнь",Культурные и социальные активности,"Регулярные встречи с женским клубом, посещение театра, бани, чаепитий. Иногда мероприятия проходят спонтанно, иногда планируются. С мужем также бывают совместные выходы — в парк, ресторан, участие в квизах. На работе также проходят корпоративные мероприятия, включая онлайн-квизы.","Я уже лет пять, наверное, у нас негласный женский клуб. И вот мы встречаемся, общаемся с женщинами, и там все время идет, как сказать, обмен, мы называем это женскими энергиями...","Позитивный, воодушевленный","Дружба, поддержка, саморазвитие, разнообразие досуга","Женские клубы и неформальные объединения становятся важной частью социальной жизни, компенсируя недостаток эмоционального обмена в семье или на работе. Корпоративная культура также интегрируется в досуговую сферу.",эпизод,"женский клуб, театр, корпоративные мероприятия",,,"покупка билетов, участие в платных и бесплатных мероприятиях",,,,,,,
3,"Зрелый возраст, семейная жизнь",Семейные традиции и совместный досуг,"Воскресенье — традиционный семейный день, когда все собираются вместе, проводят время в парке, у бабушки, на природе или занимаются домашними делами. Это ритуал, который поддерживается при отсутствии форс-мажоров.","Да, это такая как бы, ну не то что ритуал, традиция, да. Мы как бы стараемся, если никаких постмажоров, да, то это мы идем, в основном это как бы, можно даже сказать, для сына день.","Теплый, семейный, спокойный","Семья, традиции, забота о детях",Семейные ритуалы и совместное времяпрепровождение остаются важной частью идентичности и поддержания внутрисемейных связей.,декларация,семья,False,,,,,,,,,
4,"Зрелый возраст, семейная жизнь",Отпуск и путешествия,"Отпуск обычно планируется заранее, чаще всего поездки по России: Адыгея, Краснодар, Питер, санатории. За границу ездили редко. Иногда путешествуют вдвоем с мужем, иногда с ребенком, если не удается организовать поездку иначе. Предпочитают активный отдых, санаторные процедуры, природу.","Вообще отпуск у нас запланирован. То есть вот так... Не бывает и спонтанно, но это вот Адыгея, Краснодар к друзьям. Это все по местности. За границу мы ездили, ну, два раза всего в жизни.","Спокойный, удовлетворенный","Семья, здоровье, экономия, планирование","Преобладание внутреннего туризма и санаторного отдыха отражает экономические и инфраструктурные реалии, а также ценность семейного и оздоровительного досуга.",эпизод,"санаторий, туристические объекты",,,"покупка путевок, аренда жилья",,,,,,,
5,"Зрелый возраст, семейная жизнь",Удовлетворенность жизнью и ритмом,"Респондентка отмечает, что привыкла к своему ритму жизни и не хотела бы его менять. Иногда чувствует усталость, особенно сезонную, но умеет справляться с этим, предпочитая отдых на природе, у воды.","Наверное, уши в спину, где-то что-то. Вот, допустим, я бы не хотела менять свой режим дня, допустим, под ежедневное занятие работой дома, допустим.","Умеренно спокойный, с нотками усталости","Стабильность, привычка, личное пространство",Стабильный ритм жизни и умение справляться с сезонными эмоциональными спадами свидетельствуют о сформированной жизненной стратегии и устойчивости.,декларация,,,1.0,,,,,,,,
6,"Зрелый возраст, семейная жизнь","Культурное потребление: книги, кино, театр","Кино посещают редко, вкусы в семье различаются. Театр посещают чаще, но выбор ограничен бюджетом. Респондентка любит читать книги, использует электронные приложения, но предпочитает печатные издания. Иногда читает запоем, иногда делает перерывы.","Я очень люблю книги. У меня приложение есть для книг. Я читаю. Когда еду, могу в транспорте. Обратно очень большие пробки. Я могу в транспорте читать. Но я люблю именно печатные издания.","Позитивный, увлеченный","Саморазвитие, культура, экономия","Культурное потребление носит прагматичный характер: выбор мероприятий и форматов определяется как интересами, так и экономическими возможностями.",эпизод,,,,"покупка билетов, подписка на приложения",,,,,,,
7,"Зрелый возраст, семейная жизнь",Вечерний распорядок и личное время,"После укладывания сына респондентка занимается собой: читает, отдыхает, иногда общается с мужем, если он не занят работой. Старается ложиться спать до полуночи, но часто вечер уходит на домашние дела.","Ну, переход к основным, главное, сено уложить и все. И дальше я уже занимаюсь собой, как бы, муж частенько берет работу домой. Вот я с ним воюю, но как бы, ну, это пока не удается, эти самые, как-то с этим бороться.","Спокойный, немного усталый","Личное пространство, забота о семье, баланс","Вечернее время — редкая возможность для личного пространства, что типично для женщин с семейными и рабочими обязанностями.",эпизод,,,,,,,,,,,
8,"Зрелый возраст, семейная жизнь",Близкие люди и социальные связи,"Важнейшей фигурой в данный момент является мама, которой требуется помощь и внимание. Отношения с родителями мужа формальные, редкие. С родственниками отношения в основном рабочие, с некоторыми поддерживается более тесная связь. Есть подруги со школы, но общение редкое.","Ну, наверное, сейчас самое важное для меня в данный период жизни, это, наверное, мама. Потому что сейчас она требует к себе внимания. Человек, возраст, и я стараюсь по возможности ей помочь.","Заботливый, немного грустный","Семья, долг, поддержка","Смещение фокуса заботы на стареющих родителей — характерная черта зрелого возраста. Отношения с родственниками становятся более формальными, а с друзьями — эпизодическими.",узел,"семья, родственники",,,,,,,,,,
9,"Зрелый возраст, семейная жизнь",Конфликты и дистанция в семье,"Серьезных конфликтов с родственниками не было, но отмечается дистанция, особенно с родителями мужа. Финансовые вопросы могут быть потенциальным источником напряжения, но в их семье таких проблем не возникало. Проблемы часто замалчиваются, что приводит к недопониманию.","Ну как бы в принципе у нас вот таких финансовых вопросов ни с кем никогда не возникало и вот таких вот прям конфликтных-конфликтных... Просто, скажем так, недопонимание, потому что это наша жизнь, это ваша жизнь.","Спокойный, немного отстраненный","Самостоятельность, уважение границ","Дистанция между поколениями и формализация отношений с родственниками — частое явление в современных семьях, особенно при наличии территориальной разобщенности.",декларация,,,,,,,,,,,
1,"Родительство, подростковый возраст дочери","Воспитание дочери, финансовая грамотность и самостоятельность","Респондентка рассказывает о трудностях воспитания дочери в подростковом возрасте, о попытках объяснить ей семейные ценности, важность вклада в общий бюджет, самостоятельности и финансовой грамотности. Подчеркивает разницу поколений и необходимость ставить границы.","Ты что внесла в наш общий котел, сейчас ты не работаешь. Может, не отказали тебе, ты поехала с друзьями на базу, все поехала. А вот ты еще хочешь вот это, вот это, вот это. Но сейчас они хотят сразу все и сразу.","Сдержанная тревога, забота, усталость, желание справедливости","Семейная солидарность, справедливость, самостоятельность, финансовая грамотность","Видна типичная для среднего класса установка на воспитание самостоятельности у детей, акцент на финансовой ответственности и коллективном бюджете. Отражается конфликт поколений и попытка адаптировать традиционные ценности к современным реалиям.",эпизод,семья,True,,"обсуждение участия дочери в рынке труда (репетиторство, подработки)",,,,,,,
2,"Зрелость, семейная жизнь",Финансовое устройство семьи,"Респондентка описывает, как в семье распределяются доходы и расходы: муж ведет бюджет, занимается планированием, у нее есть небольшой личный резерв. Бюджет совместный, но есть элементы личной финансовой автономии.","Я не веду никакую калькуляцию расходов, честно говорю. Этим занимается муж. У него в ноутбуке есть какая-то там программка. Я туда не лезу.","Уверенность, спокойствие, доверие","Доверие, партнерство, финансовая стабильность, автономия","Семейная модель с разделением ролей: муж — финансовый управляющий, жена — хранительница небольшого личного резерва. Присутствует баланс между совместностью и личной свободой.",узел,семья,,,управление семейным бюджетом,,,,,,,
3,"Зрелость, семейная жизнь",Семейные мечты и планы,"Супруги мечтают о собственном доме, где у каждого будет личное пространство, а дом станет центром притяжения для всей семьи и родственников.","Вот, наверное, общая совместная мечта, чтобы этот дом, как, наверное, я говорила, да, чтобы он собирал всех родных.","Тепло, надежда, воодушевление","Семейственность, уют, гостеприимство, забота о близких","Мечта о доме как символе семейного единства и стабильности, характерна для семей среднего класса, подчеркивает важность межпоколенческих связей.",декларация,,True,,,,,,,,,
4,"Зрелость, семейная жизнь",Близкие отношения и поддержка,"Респондентка рассказывает о своих самых близких людях: мама, муж, подруга-кума. Описывает, к кому обращается за поддержкой в разных ситуациях, и подчеркивает важность взаимовыручки и теплых отношений.","Если это корректно, то, наверное, это все-таки муж, наверное, первое, если это касается здоровья, решения каких-то проблем бытовых, личных. Ну, вот, наверное, подруга.","Благодарность, доверие, теплота","Взаимопомощь, доверие, семейные и дружеские связи","Сетевой характер поддержки: разные люди для разных сфер жизни. Преобладает семейная поддержка, но есть и значимые дружеские связи.",эпизод,,,,,,,,,,,
5,"Зрелость, рефлексия","Отношения с людьми, жизненный опыт","Респондентка размышляет о своем опыте общения с разными людьми, отмечает, что ей часто встречались хорошие люди, и выработала стратегию принятия и дистанцирования от негатива.","Я могу сказать, что очень часто встречались люди, которые, я о них вспоминаю очень тепло. ... Я не люблю, когда за глаза человека начинают рассказывать. Я начинаю либо приводить тему, стараюсь, либо ... я просто могу уйти.","Благодарность, спокойствие, зрелость","Доброжелательность, принятие, уважение к другим","Проявляется зрелая позиция: умение дистанцироваться от негатива, ценить хорошие отношения, избегать сплетен. Это свидетельствует о социальной компетентности и эмоциональной зрелости.",декларация,,,,,,,,,,,
6,"Зрелость, настоящее",Здоровье и отношение к медицине,"Респондентка рассказывает о своем отношении к медицине: регулярные обследования, доверие к официальной медицине сочетается с критическим взглядом на доступность и качество специалистов. Описывает опыт тяжелых болезней у близких и сложности поиска хороших врачей.","Когда тебе ничего не болит, а когда начинается какое-то серьезное заболевание, особенно у близких, то тогда начинается проблема у нас с выбором места.","Тревога, беспокойство, критичность","Здоровье, забота о близких, прагматизм","Отражается типичная для российского среднего класса ситуация: формальная доступность медицины, но реальные сложности с качеством и поиском специалистов. Присутствует недоверие к системе и поиск альтернативных путей.",эпизод,"РЖД (работодатель, дающий доступ к медицине)",,,поиск платных и бесплатных медицинских услуг,,,,,,,
7,"Зрелость, настоящее",Отношение к вакцинации,"Респондентка скептически относится к вакцинации, особенно к ковидной, делала прививку только по требованию работодателя. Считает, что медицина не до конца изучена, и предпочла бы отказаться от вакцинации, если бы была возможность.","Если бы у меня была такая возможность не делать эту вакцину, я бы, наверное, ее тоже не делала. Нет. Я считаю, что это мало... Я не буду там... Наверное, мне кажется, это все очень индивидуально.","Скепсис, осторожность","Личная свобода, критическое мышление, осторожность","Скепсис к вакцинации характерен для части населения, особенно среди тех, кто сталкивается с противоречивой информацией и не доверяет официальным источникам.",декларация,РЖД (обязательная вакцинация по месту работы),,,,,,,,,,
8,"Родительство, раннее детство дочери",Опыт обращения к народной медицине,"В детстве дочери респондентка обращалась к целителю из-за испуга у ребенка. Описывает опыт, когда после ритуала у дочери прошел страх воды. В целом к народной медицине относится скептически, но признает отдельные случаи эффективности.","Но это единственная парадокс в жизни, когда все, как бабка посчитала. Больше она воды не боялась.","Удивление, легкая вера, прагматизм","Забота о ребенке, открытость к разным практикам, прагматизм","Опыт обращения к народной медицине типичен для российских семей, особенно в ситуациях, когда официальная медицина не дает быстрого результата. Скепсис сочетается с готовностью попробовать альтернативные методы ради ребенка.",эпизод,,,,,,,,,,,
1,"Зрелость, семейная жизнь",Отношение к государству в здравоохранении,"Респондентка считает, что государство играет ключевую роль в финансировании медицины. Без поддержки государства система здравоохранения деградирует, что приводит к оттоку специалистов за границу и снижению качества медицинских услуг.","Если государство не будет вливать денежные средства в медицину, она просто уйдет.","Огорчение, обеспокоенность","Качество медицины, роль государства, профессионализм",Респондентка демонстрирует критическое отношение к состоянию государственной медицины и связывает проблемы отрасли с недостаточным финансированием и оттоком кадров. Отмечается недоверие к бесплатной медицине и предпочтение платных услуг.,декларация,Государственная медицина,,1.0,Платные медицинские услуги,,,,,,,
2,"Зрелость, семейная жизнь",Личный опыт обращения в медицину,"Респондентка сталкивалась с нехваткой специалистов в государственных поликлиниках и низким уровнем квалификации персонала. Для получения качественной медицинской помощи предпочитает обращаться в платные клиники, опираясь на рекомендации и личный опыт.","Если мне понадобится помощь, я, конечно, пойду платно. Я промониторю, все сарафанное радио соберу и пойду к ним на платную.","Разочарование, прагматизм","Качество услуг, безопасность, ответственность за здоровье семьи","Показателен переход от доверия к государственной системе к выбору платных услуг, что отражает тенденцию к индивидуализации стратегий обеспечения здоровья.",эпизод,"Платная медицина, государственная поликлиника",,1.0,"Платные анализы, частные клиники",,,,,,,
