id,life_stage,theme,summary,quote,emotion,values,sociological_note,type,institution,region,housing_type,siblings,neighborhood,market_participation,housing_change,housing_promised,health_status,housing,collapse_context,insurance_status,housing_status,pets,digital_adaptation,insurance
2,Юность и профессиональное становление,"Образование, выбор профессии и партийная принадлежность","Респондентка хотела стать филологом, но не прошла по баллам и получила техническое образование. Начала работать на заводе, где вступила в коммунистическую партию, чему способствовала свекровь-коммунистка. Этот шаг был значимым для нее.",Я была членом коммунистической партии. У меня свекровь была как раз коммунистом 1941 года. Вот рекомендации все в партию давала.,"Гордость, значимость, уважение к традициям","Образование, труд, партийная лояльность, преемственность",Партия и завод как ключевые институты социализации и карьерного роста в позднесоветском обществе. Семейные связи влияют на профессиональную траекторию.,узел,"завод, коммунистическая партия",,,,,,,,,,,,,,,
3,Молодая семья и материнство,"Рождение детей, семейные испытания","После замужества у респондентки родился сын, а через четыре года — дочь. Семья столкнулась с тяжелым испытанием: у сына обнаружили порок сердца, что стало переломным моментом.","Потом у вас родился сын. Да, я не путаю хронологию, вот в чем вопрос... у сына порог сердца, правильно?","Тревога, забота, сплоченность","Семья, здоровье, поддержка","Семейные кризисы становятся точками сплочения и мобилизации ресурсов, в том числе медицинских и социальных.",перелом,"семья, медицина",,,,,,,,,,,,,,,
4,Постсоветский кризис (1990-е),Экономические трудности и стратегии выживания,"В 90-е годы семья столкнулась с отсутствием зарплаты, но выживали за счет поддержки родителей-пенсионеров, собственного огорода и смекалки.","Там нас выручали родители. Родители уже были пенсионерами. Но как бы тяжело ни было, пенсионеры у нас всегда получали пенсию вовремя.","Сдержанный оптимизм, благодарность, стойкость","Взаимопомощь, адаптивность, семейная солидарность",Пенсионеры и личное подсобное хозяйство — важнейшие опоры выживания в условиях экономической нестабильности 90-х.,эпизод,,,,,,"минимальная, ориентация на самозанятость и натуральное хозяйство",,,,,,,,,,
5,"Зрелость, пенсия","Повседневная жизнь, забота о внуках и досуг","День респондентки насыщен заботой о себе (диета, физкультура после инсульта), внуках, домашними делами. Важную роль играют прогулки, общение с подругами, традиции совместных встреч в кафе и онлайн-группы.","У нас очень хорошая компания подружки. Мы в день пенсии стараемся сходить в кафе... У нас есть своя группа в интернете, молодые пенсионерки.","Удовлетворение, радость, активность","Здоровье, семейственность, дружба, традиции","Активное старение, поддержка социальных связей, цифровая социализация среди пожилых.",эпизод,,,,,,"потребление услуг (кафе, транспорт), цифровое общение",,свой частный дом,,,,,,,,
6,"Зрелость, пенсия",Семейные и городские праздники,"В семье отмечают дни рождения, годовщину свадьбы (1 апреля), 9 мая и День нефтяника. Праздники становятся поводом для семейных и городских встреч, часто проходят в кафе.","День нашей свадьбы... сейчас вот у нас дочь ввела традицию, нас дочь приглашает уже в этот день в кафе.","Радость, гордость, сплоченность","Семейные традиции, память, коллективизм","Переход от домашних праздников к публичным пространствам (кафе), усиление роли городских и профессиональных праздников.",эпизод,"семья, кафе, городские праздники",,,,,,,,,,,,,,,
7,"Зрелость, пенсия",Отдых и отпуск: эволюция практик,"В молодости респондентка путешествовала по путевкам, посещала разные города и страны СССР, позже — ездила к родственникам. Сейчас отдыхает преимущественно в санаториях, муж получает путевки как пенсионер-нефтяник.","Мы уже предпочитаем отдыхать, ездить в санатории. Муж, он же нефтяник, у них в три года раз им выделяются деньги на любой санаторий...","Удовлетворение, спокойствие, благодарность","Здоровье, стабильность, семейные связи","Смена форм досуга: от коллективных советских практик к индивидуализированному и оздоровительному отдыху, роль корпоративных льгот.",эпизод,"санаторий, профсоюз, пенсионные льготы",,,,,,,,,,,,,,,
1,"Зрелый возраст, пенсионный период",Понимание комфорта и идеального отдыха,"Респондентка описывает, что для нее важно в отдыхе: уютная комната, телевизор, хорошая кухня, природа. Отдых для нее — не столько лечение, сколько восстановление и наслаждение тишиной, но при этом важна компания и общение с новыми людьми.","Вот для меня комфорт. чтобы была хорошая комната уютная, чтобы обязательно телевизор был. Потому что ведь, скажем, я еду не столько, скажем, лечиться, а сколько просто отдохнуть.","спокойствие, удовлетворение, легкая мечтательность","комфорт, общение, восстановление, природа","Для респондентов старшего возраста отдых часто становится способом поддержания социальных связей и эмоционального благополучия, а не только медицинской необходимостью.",декларация,"санаторий, дом отдыха",,,,,,,,,,,,,,,
2,"Зрелый возраст, пенсионный период",Значимость компании и общения во время отдыха,"Респондентка подчеркивает, что для нее важно быть в компании, знакомиться с новыми людьми, общаться за столом. Общительность и новые знакомства делают отдых веселым и насыщенным.","Компания обязательно нужна. Обязательно нужна, потому что мы так с мужем целыми днями, как говорится, с утра до вечера вместе... Надо, чтобы была компания.","радость, оживление","общительность, новые знакомства, веселье","Потребность в расширении круга общения и поддержании социальных связей характерна для людей на пенсии, особенно при длительном совместном проживании с супругом.",декларация,,,,,,,,,,,,,,,,
3,"Зрелый возраст, пенсионный период",Мечты о путешествиях и впечатлениях,"Респондентка мечтает побывать в новых странах, например, в Эмиратах, чтобы получить новые впечатления. Для нее важны не только тишина и восстановление, но и яркие эмоции от новых мест.","Я хотела, например, побывать в Эмиратах, попасть в Эмираты. Для меня это было бы это. Все-таки уже посмотреть все это новое, незнакомое для меня.","мечтательность, легкая грусть","новизна, впечатления, путешествия","Путешествия и новые впечатления становятся важной частью жизни пожилых людей, символизируя стремление к самореализации и расширению горизонтов даже в зрелом возрасте.",декларация,,,,,,желание участвовать в туристическом рынке,,,,,,,,,,
4,"Зрелый возраст, пенсионный период","Ограничения и планы, связанные с материальным положением и здоровьем","Респондентка отмечает, что отсутствие грандиозных планов связано с семейными обстоятельствами и состоянием здоровья. Материальное положение влияет на возможности и настроение.","Потому что, во-первых, это по семейным обстоятельствам, по состоянию здоровья. Вы появились. Она не всегда есть, конечно.","смирение, легкая неудовлетворенность","здоровье, стабильность, материальное благополучие","Финансовые и медицинские ограничения часто становятся ключевыми факторами, определяющими образ жизни и планы пожилых людей.",декларация,,,,,,,,,,,,,,,,
5,"Зрелый возраст, пенсионный период",Повседневная жизнь и распорядок дня,"Респондентка рассказывает о своем распорядке дня: ранний подъем, забота о семье, занятия с внуками, прогулки, отдельное питание из-за диабета, традиции выходных и праздников.",вас день начинается ну понятно что вы встаете рано начинаете готовить завтрак сначала всем правильно потом потом делаете физкультуру... потом едете к сыну к своему правильно... потом вы идете за внучкой... потом вы занимаетесь и когда уже все сделали можете позволить себе пойти там в парке погулять...,"усталость, удовлетворение","семья, забота, традиции, здоровье","Распорядок дня пожилых женщин часто строится вокруг заботы о семье и внуках, что поддерживает их социальную значимость и ощущение нужности.",эпизод,семья,,,,,,,,,,,,,,,
6,"Зрелый возраст, пенсионный период",Материальное положение и его влияние на планы,"Респондентка отмечает, что материальное положение влияет на настроение, планы и возможности. При лучшем финансовом положении она бы больше путешествовала и реализовывала мечты.","Если бы оно было таким, каким бы я хотела, то, естественно, у меня было бы очень много планов. Были бы и грандиозные планы, и такие планы, повседневные были бы.","легкая неудовлетворенность, надежда","материальное благополучие, возможности, семья","Финансовая ограниченность — типичная проблема для пенсионеров, влияющая на качество жизни и спектр доступных активностей.",декларация,,,,,,ограниченное участие,,,,,,,,,,
7,"Зрелый возраст, пенсионный период",Семейные ценности и круг близких,"Респондентка рассказывает о структуре семьи: муж, дети, сестра. Отмечает особую близость с мужем и дочерью, а также небольшое количество родственников.","Естественно, муж – это самый близкий человек, это уже как одно целое, правильно? Это уже, как говорится, мы уже мысли на ходу читаем друг у дружки...","тепло, благодарность","семья, близость, поддержка","Семья — основной источник поддержки и идентичности для пожилых людей, особенно при ограниченном круге родственников.",декларация,семья,,,,,,,"дочь живет с родителями, сын отдельно",,,,,,,,
8,"Зрелый возраст, пенсионный период","Роли и отношения в семье, конфликты","Респондентка описывает отношения с детьми: с дочерью — советчик и опора, с сыном — были конфликты из-за различий во взглядах и поколенческих различий. Сейчас отношения стабилизировались.","Я считала, что когда, скажем, лет 15 там было, лет 14 или 16, что все-таки я как мама должна все-таки решать больше я, скажем, а не ребенок. И я, наверное, была очень строгой, что ли, я не знаю. У нас на этом фоне были конфликты.","рефлексия, принятие","авторитет, забота, самостоятельность детей",Поколенческие конфликты и различия в ценностях между родителями и взрослыми детьми — типичная черта семейных отношений в постсоветском пространстве.,узел,семья,,,,,,,,,,,,,,,
9,"Зрелый возраст, пенсионный период",Семейные традиции,"В семье есть традиции: совместные походы в баню, катание на сноуборде, ежегодные встречи с племянницей, посещение могил родителей. Личные традиции — посещение бассейна.","Вот как зима наступает, у нас горно-лыжный комплекс большой... дочь пришла на сноуборд. Дед тоже осваивал сноуборд. И вот они уже вторую зиму катаются на сноуборде. Это вот уже у них как-то трагедия.","гордость, радость","семейные традиции, активность, память о предках",Семейные традиции поддерживают межпоколенческие связи и формируют устойчивую семейную идентичность.,эпизод,семья,,,,,,,,,,,,,,,
10,"Молодость, начало семейной жизни",Знакомство и отношения с мужем,"Респондентка вспоминает, как познакомилась с мужем, отмечает особенности его характера, мечты о большой семье, которые не сбылись из-за болезни сына.","Познакомились мы с мужем у друзей наших, познакомились. Как-то сразу он мне понравился. Единственное, что он очень умело скрывал свой характер.","ностальгия, легкая грусть","любовь, честность, открытость, семья",Воспоминания о начале семейной жизни часто окрашены ностальгией и переосмыслением жизненных ожиданий и реальности.,эпизод,семья,,,,,,,,,,,,,,,
1,"Зрелость, семейная жизнь",Семейные отношения и совместная жизнь с родителями супруга,"Респондентка рассказывает о совместной жизни с мужем и его родителями, отмечает, что муж оказался порядочным, не пьющим, не курящим, верным и любящим человеком. Семья жила вместе с родителями мужа, заботилась о них до конца их жизни.","Мы, даже имея своё жильё, мы жили с его родителями. Мы жили с его родителями. Вначале проводили маму, потом проводили его папу. Мы были всегда с ними вместе.","Благодарность, удовлетворение, легкая грусть","Семейственность, уважение к старшим, верность, забота","Совместное проживание с родителями супруга — типичная практика для старших поколений, отражающая ценности коллективизма и семейной взаимопомощи. Подчеркивается важность семейных ролей и межпоколенческой поддержки.",эпизод,,,,,,,,True,,,True,,,,,
2,"Зрелость, семейная жизнь",Ценности в браке и отношения с мужем,"Респондентка выделяет порядочность и семейность мужа как главные качества, ценит его вовлеченность в семью и совместное принятие решений.","Для меня самое главное, чтобы он был, во-первых, живой и здоровый, чтобы он обязательно был рядом, это самое нужное. Но всё-таки что я в нём ценю? Опять-таки, наверное, порядочность.","Теплота, признательность","Порядочность, семейность, уважение, совместность","Важность традиционных семейных ценностей, ориентация на стабильность и взаимное уважение. Женщина ощущает себя значимой в жизни мужа, что подчеркивает патриархальные, но партнерские отношения.",декларация,,,,,,,,,,,True,,,,,
3,"Пожилой возраст, зрелость",Совместные мечты и планы на будущее,"Несмотря на возраст, у супругов есть совместные мечты: поездка на север, посещение мест молодости и обновление захоронений родителей.","У нас есть, конечно, большая мечта. Мы опять-таки хотим съездить на север... Также хотим посетить наших родственников. Вот это пока самая такая большая мечта, а такая еще бытовая мечта, то, что все-таки нам нужно обновить захоронение мест наших родителей.","Надежда, ностальгия","Память, семейные традиции, уважение к предкам, совместность",Планы связаны с поддержанием семейных связей и уважением к прошлому. Для пожилых людей характерно стремление к сохранению памяти и семейных ритуалов.,эпизод,,,,,,,,,,,True,,,,,
4,Пожилой возраст,Сближение и привычки в долгом браке,"Долгие годы совместной жизни привели к формированию общих привычек и ответственности не только за детей, но и за внуков. Семья воспринимается как единое целое.","Вот эти вот долгие годы совместной жизни, это уже то, что одно целое, это наши привычки, у нас уже привычки-то почти одинаковые, всё это.","Уют, спокойствие","Ответственность, семейственность, преемственность","Долговременные браки формируют устойчивые паттерны поведения и взаимной поддержки, расширяя зону ответственности на несколько поколений.",декларация,,,,,,,,,,,True,,,,,
5,Пожилой возраст,Конфликты и способы их разрешения в браке,"Респондентка отмечает, что причиной ссор чаще всего становится упрямство мужа. Со временем научилась уступать ради спокойствия в семье.","Это его упрямство, вот это упрямство. Я, скажем, уступчивая, а он упрямый. Поэтому мне приходится выжидать, пока он, скажем, отойдет. и согласиться с его мнением.","Сдержанность, принятие","Спокойствие, компромисс, семейное благополучие","С возрастом конфликты воспринимаются спокойнее, уступчивость становится стратегией сохранения гармонии. Женщина берет на себя роль медиатора.",эпизод,,,,,,,,,,,True,,,,,
6,Пожилой возраст,Финансовые отношения в семье,"В семье изначально заведено, что муж отдавал всю зарплату жене, а она распоряжалась деньгами. Сейчас деньги хранятся вместе, крупные траты обсуждаются совместно.","Он всегда всю свою зарплату отдавал мне, а я ему выделяла какую-то сумму денег... Деньгами распоряжаюсь всегда я. Распоряжалась и сейчас я распоряжаюсь.","Уверенность, спокойствие","Доверие, прозрачность, совместное планирование","Традиционная модель семейного бюджета, где женщина управляет финансами, характерна для советских и постсоветских семей. С течением времени появляется больше партнерства.",декларация,,,,,,совместное ведение бюджета,,,,,True,,,,,
7,Пожилой возраст,Дружба и социальные связи,"Друзья занимают важное место в жизни респондентки, есть как школьные, так и заводские подруги, а также семейные друзья. Дружба строится на взаимопомощи, поддержке и понимании.","Родственники родственниками, а друзья обязательно нужны, потому что ведь бывают такие разговоры, скажем, что может с сыном, с дочкой не поговоришь, с другом можно поделиться, какую-то тему обсудить.","Благодарность, теплота","Дружба, взаимопомощь, доверие","Для старшего поколения характерна высокая ценность дружеских связей, которые часто формируются на работе и сохраняются на всю жизнь. Дружба воспринимается как поддержка вне семьи.",декларация,"завод, школа",,,,,,,,,,True,,,,,
8,Пожилой возраст,Критерии настоящей дружбы,"Настоящий друг — это человек, который всегда рядом, помогает в беде и радости, с которым можно поделиться самым сокровенным. Дружба строится на взаимопонимании и умении прощать.","И в беде, и в радости мы вместе. И много-много лет мы всегда рядом... Вот это вот и друзья, которые рядом, которые всегда вот они понимают, и которых я понимаю, которые меня понимают, которым я могу всегда обратиться.","Теплота, доверие","Взаимопонимание, поддержка, верность","Дружба рассматривается как эмоциональная опора, иногда даже более значимая, чем родственные связи. Важна длительность и глубина отношений.",декларация,,,,,,,,,,,True,,,,,
9,Пожилой возраст,Формирование и развитие дружбы,"Близкие подруги появились на работе, отношения укреплялись через совместные трудности и праздники. Дружба формируется постепенно, на основе общих ценностей и схожести характеров.","Мы вместе работали. Вместе работали мы. И так встречаемся. Все это... Значит, она была мне ближе по духу, получается, и я ей по духу, по характеру, по взглядам мы с ней сошлись.","Уют, признательность","Сходство взглядов, совместный опыт, доверие","Рабочие коллективы становятся пространством для формирования устойчивых дружеских связей, которые могут быть прочнее родственных.",эпизод,завод,,,,,,,,,,True,,,,,
10,Пожилой возраст,Динамика дружеских отношений,"Дружба с заводскими подругами только крепла с годами, ссоры отсутствовали благодаря разнице в возрасте и уважению. В других компаниях были конфликты, но они быстро улаживались.","Нет, вот я в отношении мерзаводских подруг, скажем, это все что по нарастающей... А Тамара Васильевна там с Домирой, это что, наши родственники? Вот уже так они меня спросили...","Гордость, удовлетворение","Уважение, мудрость, терпимость",Возрастная разница способствует уважению и снижению конфликтности. Дружба воспринимается как расширение семьи.,эпизод,,,,,,,,,,,True,,,,,
11,Пожилой возраст,Домашние животные в жизни семьи,"В семье всегда были собаки, особенно овчарки, которых муж умел дрессировать. Животные воспринимались как члены семьи, их утрата переживалась тяжело.","Нет-нет, они уже были, они как члены семьи были... Когда мы ее потеряли, она когда у нас пропала, это, конечно, была большая трагедия.","Грусть, сочувствие","Забота, эмпатия, ответственность","Домашние животные занимают важное место в семейной структуре, становятся объектом эмоциональной привязанности и заботы.",эпизод,,,,,,,,,,,True,,,,,
1,"Молодость, ранняя семейная жизнь",Роль в семье и личностные изменения,"В молодости респондентка брала на себя командирскую роль в семье, но с годами стала более мягкой и довольна отношением окружающих.","Ну, может, я ещё как-то по молодости, когда в семье, как-то я всё как-то больше возлагала на себя. Как-то я немножко командир, наверное, была, что-то такое командное во мне было как-то. Всё поэтому... Ну, я уже с годами всё это, конечно... поняла, исправляла потихоньку все это.","Удовлетворение, спокойствие","Саморазвитие, гармония в отношениях, рефлексия","Респондентка демонстрирует типичную для женщин старшего поколения эволюцию от доминирующей роли в семье к более гармоничным отношениям, что связано с возрастной рефлексией и стремлением к семейному согласию.",эпизод,,,,,,,,,,,True,,,,,
2,"Зрелость, семейная жизнь",Доверие и поддержка в семье,"Наибольшее доверие респондентка испытывает к мужу, считая его своей 'половинкой', однако в эмоциональных вопросах предпочитает обсуждать проблемы с дочерью.","Потому что моя половинка – это я. И я думаю, Надюш, никуда он не денется. Вот сын женился, ушел, дочь замуж выйдет, уйдет, правильно? А муж всегда будет...","Уверенность, теплота","Семейная сплочённость, верность, доверие","Взгляды респондентки отражают традиционную модель брака, где супруг воспринимается как главный партнёр и опора, а дети — как самостоятельные личности, уходящие из семьи.",декларация,,,,,,,,,,,True,,,,,
3,"Зрелость, семейная жизнь",Взаимная поддержка в семье,"В трудных ситуациях респондентка обращается за поддержкой к дочери, а муж чаще обращается к ней за советом. Дети самостоятельны и редко нуждаются в поддержке.","Дети как-то более самостоятельные в этом отношении. Муж, наверное. Муж. больше за советом как-то вот он...","Спокойствие, уверенность","Взаимопомощь, самостоятельность детей, семейная поддержка","В семье респондентки наблюдается распределение ролей: эмоциональные вопросы обсуждаются с дочерью, а муж ищет у жены советов, что типично для семей с устойчивыми традициями.",эпизод,,,,,,,,,,,True,,,,,
4,"Зрелость, настоящее время",Ощущение одиночества и потребность в общении,"Иногда респондентка испытывает одиночество, но старается не оставаться одна, так как легче переносит трудности в окружении людей.","Ну нет, бывает, конечно, бывает. Бывает такое, что и одиноко бывает иногда. Ну, я стараюсь одна не оставаться, конечно. Мне все равно с людьми легче.","Лёгкая грусть, стремление к общению","Общение, поддержка, социальные связи","Потребность в общении и страх одиночества характерны для пожилых людей, особенно женщин, чья социальная активность часто связана с семьёй и близким кругом.",декларация,,,,,,,,,,,True,,,,,
5,Детство и юность,Влияние матери и семейные ценности,"Мать респондентки была для неё примером терпения и спокойствия, что повлияло на её характер и поведение в семье. Респондентка научилась сдерживать эмоции и сглаживать конфликты.","У меня была очень хорошая мама, которая многому у меня научила... Она мне всегда говорила, что нужно быть спокойной... Я старалась сглаживать ситуацию.","Благодарность, уважение","Терпение, сдержанность, семейная ответственность","Передача семейных ценностей и моделей поведения от матери к дочери — важный элемент социализации, особенно в традиционных культурах.",узел,семья,,,,,,,,,,True,,,,,
6,"Молодость, ранняя семейная жизнь",Семейные традиции и терпение,"Респондентка подчёркивает важность терпения в браке, особенно в условиях жизни со свёкрами и следования татарским традициям.","И опять-таки прожить со свекровью... 12 лет, со свёкром 13 лет. Всё-таки это тоже надо иметь терпение, я считаю, что всё равно. У нас, у татар как-то ещё немножко в те годы тоже были, что сноха – это сноха, она должна там работать, она должна всё это делать.","Гордость, стойкость","Терпение, следование традициям, семейная ответственность",Жизнь в расширенной семье и следование этнокультурным традициям формируют у женщин навыки терпимости и адаптации.,эпизод,"семья, этническая традиция",,,,,,,,,,True,,,,,
7,Взрослая жизнь,Стратегии преодоления трудностей,"Респондентка справлялась с трудностями с помощью терпения, умения слушать и поиска оправданий для других, хотя иногда эмоции всё же выплёскивались.","Опять-таки, я же говорю, это терпение, то, что я как-то выслушивала, эмоции. По молодости были эмоции, эмоции выплескивались, не всегда, но выплескивались. А потом уже постепенно, всегда старалась я понять, почему так, почему.","Рефлексия, спокойствие","Терпимость, эмпатия, самоанализ","Стратегии совладания с трудностями у респондента основаны на традиционных женских практиках: терпении, эмпатии и саморефлексии.",эпизод,,,,,,,,,,,True,,,,,
8,Взрослая жизнь,Влияние окружения и социальных связей,"Респондентка считает, что ей повезло с хорошими людьми на жизненном пути, что помогло ей справляться с трудностями.","Все-таки на моем пути много хороших людей попалось. Именно, наверное, это и сыграло свою роль, как говорится.","Благодарность, удовлетворение","Дружба, поддержка, удача",Социальный капитал и поддержка окружения играют важную роль в биографиях людей старшего поколения.,декларация,,,,,,,,,,,True,,,,,
9,Детство и взросление,Отношения с сестрами и поддержка родственных связей,"В детстве респондентка была близка с сёстрами, но с возрастом их пути разошлись. Сейчас поддерживает связь дистанционно.","Но пока росли, мы всегда были вместе. Это потом, конечно, сложилось так, что у нас сёстры разъехались, осталась только я с родителями.","Ностальгия, лёгкая грусть","Семейная связь, поддержка, родство","Миграция и разъезд родственников — частое явление для семей советского и постсоветского пространства, что влияет на структуру поддержки.",эпизод,,,,,,,,,,,True,,,,,
10,"Зрелость, настоящее время",Здоровье и образ жизни,"Респондентка всегда была здорова, но после 40 лет появились проблемы: инсульты, диабет. Она строго соблюдает рекомендации врачей, занимается физкультурой и следит за питанием.","Ну, как-то вот, как по жизни, как-то я всегда была, слава богу, была здорова. Была крепка здоровьем... Ну, где-то вот после 40 уже, когда ближе, как женский возраст, уже начались проблемы.","Сдержанный оптимизм, благодарность","Здоровье, дисциплина, ответственность","Переход к хроническим заболеваниям в зрелом возрасте типичен для женщин старшего поколения, что требует перестройки образа жизни и высокой дисциплины.",перелом,здравоохранение,,,,,,,,,,True,,,,,
11,"Зрелость, настоящее время",Питание и самоконтроль,"Из-за диабета респондентка вынуждена строго следить за питанием, опирается на советы врачей и онлайн-группы, изменила привычки, связанные с хлебом.","У меня сахарный диабет, поэтому я вынуждена питаться уже так, как положено, как нам врачи говорят. Во-первых, что для меня было очень тяжело, то, что я на 99% прекратила употреблять хлеб.","Сдержанность, решимость","Самоконтроль, здоровье, дисциплина","Изменение пищевых привычек под влиянием хронических заболеваний — распространённая практика среди пожилых, особенно женщин.",эпизод,"здравоохранение, онлайн-сообщества",,,,,,,,,,True,,,,,
